,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews
188,Tsurutontan Udon Noodle Brasserie,J9UA6rzI5WW_cDGjwDnF5g,New York,NY,Japanese,40.73678,-73.9910699,$$,1697
189,Pommes Frites,uBGjcW-GuYy_qSvMykuISA,New York,NY,Belgian,40.730022,-74.000152,$,841
190,Pig and Khao,nxTEuWKzkK1tCF4LrhFSUQ,New York,NY,Filipino,40.71926,-73.98475,$$,1546
191,Pates Et Traditions,t-ODuKsmRseJoTEVKQzsdg,Brooklyn,NY,French,40.71485,-73.95466,$$,820
192,Ruby's Cafe,hGo9KArKThuOKxNbwmNpoA,New York,NY,Burgers,40.7223288,-73.996326,$$,1119
193,Seva Indian Cuisine,lxNU-aBq0yPwBDx-i89ahA,Astoria,NY,Indian,40.7653633,-73.9191014,$$,1161
194,Whiskey Tavern,c3Ww3pgeHjBi3ctkeUWrjQ,New York,NY,Whiskey Bars,40.71646,-73.99969,$$,766
195,Claw Daddy's,hfMtSdxRsC3JQP3yrm6nag,New York,NY,Cajun/Creole,40.722071,-73.98847,$$,1543
196,Nish Nush,d8zSYpArh4oXpxeJWNA4Pg,New York,NY,Vegetarian,40.715688,-74.007695,$$,687
197,Pisillo Italian Panini,8qSOz7oTPUUCafsMOBBNEQ,New York,NY,Italian,40.710558,-74.007594,$$,570
198,The Modern,_LJFf9YqpYxvExTvVxb7Rw,New York,NY,American (New),40.7610060884932,-73.9767725608521,$$$$,966
199,Butcher Bar,nkfUKb7oWQt54Uz9VQLhUg,Astoria,NY,Barbeque,40.76431,-73.9164,$$,1910
200,Ayza Wine & Chocolate Bar,srhEv1OqoK9W5JRdiMWDyw,New York,NY,Wine Bars,40.7471774721074,-73.987011312828,$$,1598
201,Zenkichi New York,DpZ7Xaub8Lhpg7VJdHaPpg,Brooklyn,NY,Japanese,40.71897,-73.96081,$$$,969
202,Hatsuhana Sushi Restaurant,6lUsFj0KCao678o9L7QwUw,New York,NY,Japanese,40.75703,-73.97692,$$$,1267
203,Gaia Italian Café,jdNdy-MwBtnXoBGC_JVvwQ,New York,NY,Italian,40.721653,-73.985346,$,968
204,Blue Ribbon Brasserie - SoHo,txSykTj5nbwmpiVNoK_Dyg,New York,NY,American (Traditional),40.725456,-74.003027,$$$,913
205,Cocoron,JhJLPp6KuBcD3CHCkEKJ_A,New York,NY,Japanese,40.72031,-73.99305,$$,972
206,Cask Bar & Kitchen,1LIptXhtDh58vAA-QPFL4w,New York,NY,Bars,40.745414,-73.979004,$$,1322
207,Raclette,5m-TrbqMNnwJvOd7pAt6OA,New York,NY,Sandwiches,40.7289298,-73.980601,$$,1264
208,Go! Go! Curry!,eRtceh_W_yniAfCqJni5Bg,New York,NY,Japanese Curry,40.75463,-73.99115,$$,1431
209,Blue Hill,4Objcs7HXSGuzpb0SOa-Jw,New York,NY,American (New),40.7320640251595,-73.9996931018524,$$$$,983
210,Mermaid Oyster Bar,qByYLfBKtNUIAui0eu-fNQ,New York,NY,Seafood,40.7287899,-74.00165,$$,1059
211,Jack's Wife Freda,Me4TxTbPPQZQopW1wOGx5g,New York,NY,Breakfast & Brunch,40.72213,-73.99756,$$,1823
212,Marc Forgione,DRitJoNGTkHXZvH_YpLIAw,New York,NY,American (New),40.71647,-74.0095599,$$$,904
213,Russ & Daughters Cafe,0rQz8mkleT62eUkiAVs4UA,New York,NY,Bagels,40.7196253171697,-73.9895758930263,$$,927
214,Freemans,w4cFJhUpjGXqqWBd3BbY4w,New York,NY,Breakfast & Brunch,40.721988,-73.992466,$$,2016
215,Alimama,oDRZt37ROqadlK3-VI0PfQ,New York,NY,Desserts,40.7158626896215,-73.9992850858479,$$,799
216,The River Café,4XX-zF8h5Lvrr22_tqU6-Q,Brooklyn,NY,American (New),40.70318,-73.9946499,$$$$,1091
217,Turntable Chicken Jazz,JeCtYANe0eqW8xe1SN3lWg,New York,NY,Chicken Wings,40.74828,-73.98649,$$,1953
218,TONCHIN NEW YORK,OFfZUS-nu6NDnsWe1B2bUQ,New York,NY,Ramen,40.7502727,-73.9844951,$$,915
219,Cuba Restaurant and Rum Bar,UKy0nNjMkOBEU3dOCH831w,New York,NY,Cuban,40.729084,-73.998832,$$,1510
220,Takashi,6qzNc9Z9DHYYleKqrW_K3g,New York,NY,Japanese,40.7313524,-74.0065048,$$$,971
221,Faicco's Italian Specialties,ADHX7nBixDPVlq3OXhny0g,New York,NY,Meat Shops,40.73113,-74.00306,$$,490
222,OBAO,NN3mOWF5e_pnR1ArqM2bHQ,New York,NY,Vietnamese,40.7606544,-73.991332,$$,2348
223,Nai Tapas,iTj5T_jPYvznd1QTgs7NZw,New York,NY,Tapas Bars,40.7267949,-73.9892815,$$,883
224,Ba Xuyen,O-zwQQV8AExgdPoJiqjpDg,Brooklyn,NY,Vietnamese,40.64528,-73.9997099,$,635
225,Toloache 50,Wx6lMnEh7dCmX-9PQF1Ifw,New York,NY,Mexican,40.762325,-73.9855741,$$,1865
226,Verlaine,XghOzJn16M-nvaKMOdC5og,New York,NY,Tapas/Small Plates,40.720079,-73.987785,$$,1402
227,Sweet Moment,UZViRVpxNZvOM5KarmbT1g,New York,NY,Coffee & Tea,40.71763,-73.99714,$$,751
228,Tasty Hand-Pulled Noodles,97q5nUQTuBo_h00XCxna2A,New York,NY,Chinese,40.7142,-73.99787,$,1555
229,Adrienne's Pizzabar,yH6t1JWcwkdWG4CS5KPvow,New York,NY,Pizza,40.7043362,-74.0101733,$$,1612
230,Mamoun's Falafel,3o0Jp9ttSpP1wu7Focs7xg,New York,NY,Middle Eastern,40.7288849575335,-73.988463348408,$,1150
231,The Spotted Pig,3LNcgFUGdwJil-KDQPZmdQ,New York,NY,Burgers,40.735611,-74.006673,$$$,2904
232,Barn Joo,FizBsTIAJwNrImIG1mPDcg,New York,NY,Korean,40.73684,-73.99069,$$,1524
233,Becco,QObHX0yR6zd0WfksRDbJTA,New York,NY,Italian,40.76083,-73.98981,$$$,2782
234,Please Don't Tell,aiRctIzCj9J3UqBHd-Z3HQ,New York,NY,Lounges,40.727098,-73.983763,$$$,1766
235,Very Fresh Noodles,oe8GEFE4QLFAKt87y7zcgA,New York,NY,Taiwanese,40.7423387008486,-74.00625,$$,872
236,Rockefeller Center,ZKDByTPdHjlZg0k5_ct4xA,New York,NY,Landmarks & Historical Buildings,40.7590151633732,-73.979138565745,0,755
237,Minca,raelHbSJ_gTo701c-KyXWg,New York,NY,Ramen,40.72412,-73.98288,$$,1638
238,The Mermaid Inn,4x_WyIOEdqxk01QH1HxYrw,New York,NY,Seafood,40.7269999,-73.98844,$$,1300
239,Ai Fiori,bEXTA_Gwo2oVg4gnFd9fNA,New York,NY,Italian,40.7500752,-73.9837835,$$$$,1217
240,Rizzo's Fine Pizza,nUpA3sY5b6dynC7aj0eV6A,New York,NY,Pizza,40.720852,-73.984456,$$,708
241,Vida Verde,Xjswj531-FkRZPpcccU6kQ,New York,NY,Cocktail Bars,40.7650089,-73.983215,$$,1023
242,Ample Hills Creamery,Xv4kqYmtB7svT0r1-ABlZg,Brooklyn,NY,Ice Cream & Frozen Yogurt,40.678907,-73.987319,$$,534
243,Gato,Ve9eysLcTjGLbKp7tjOd9w,New York,NY,Mediterranean,40.7255312,-73.9951947,$$$,1111
244,Locanda Verde,pk89jzL1RsE9U0thf_z6tw,New York,NY,Italian,40.7198601300801,-74.010039072422,$$$,1576
245,Luke's Lobster Upper East Side,yN5rHxaIZMk6KFrbDNgZgA,New York,NY,Seafood,40.7747308470083,-73.9545491922026,$$,1129
246,Blossom,Ohi-o00luDtU7TMpVtJHJw,New York,NY,Vegetarian,40.745513,-74.002365,$$$,1020
247,Cafeteria,UXVDyIzmO5kmJnlv-HDXLg,New York,NY,American (New),40.740567590122,-73.9980747946,$$,3241
248,Havana Central,al9HKZ3kCJipAJW4uxzj4A,New York,NY,Cuban,40.75831,-73.98416,$$,2175
249,Malatesta Trattoria,IErfGS0DASSJfYU73m0Sqg,New York,NY,Italian,40.73285,-74.00847,$$,1213
250,Lure Fishbar,aSFBv64GBpMOFPqIleeQFQ,New York,NY,Seafood,40.724612166991,-73.998574708004,$$$,1605
251,Brooklyn Heights Promenade,PAqdplgKhagEx9ewNDxjZw,Brooklyn,NY,Parks,40.6979309758759,-73.9971359844473,0,313
252,Van Leeuwen Ice Cream,NyFXsvNhwCwkqVfmCU5LJw,New York,NY,Desserts,40.7277,-73.98768,$$,920
253,Johny's Luncheonette,WKDdD8Z17-P1XhkyJtDEFA,New York,NY,Diners,40.7444458007812,-73.9930725097656,$,922
254,Laojie Hotpot,16heVvLqYfLpl8mC1RN3Bg,Brooklyn,NY,Hot Pot,40.6389709339157,-74.0046846944427,$$,501
255,Little Collins,1aD88qNRb08LGBkl84GQTA,New York,NY,Coffee & Tea,40.759912,-73.96964,$$,784
256,Benjamin Steakhouse,sSSV7G16yUijp-Peq4fmsA,New York,NY,Steakhouses,40.7518,-73.97896,$$$$,1148
257,Candle 79,MidK0WWI0_1tZL8AuR7Jhw,New York,NY,Vegetarian,40.774627,-73.958697,$$,1304
258,Kura,nEkVibaTuIFEcTNtltFgJg,New York,NY,Japanese,40.726709,-73.9835794,$$$$,454
259,Levain Bakery,QHYqNQhQ8NVK0RX68Y4PuQ,New York,NY,Bakeries,40.8049739,-73.9551513,$$,698
260,Casa Enrique,dgaNriM1VdI2nGochhHE_g,Long Island City,NY,Mexican,40.743404338358,-73.954350367693,$$,1123
261,Union Square Cafe,lXGCo-K7eftxRT_6E59-Iw,New York,NY,American (New),40.73775,-73.987874,$$$,1184
262,Petee's Pie Company,PWsU_ORsfcjeeUqocm9vQg,New York,NY,Bakeries,40.7192158508607,-73.9912822511308,$,696
263,Aunt Jake's,I2lgw_7DUnwD92ND4PN-Ow,New York,NY,Italian,40.7190315,-73.9977161,$$,1348
264,Le Barricou,TIjtmaeUZexPZvcBz73VCw,Brooklyn,NY,Breakfast & Brunch,40.71118,-73.95003,$$,1231
265,Trattoria L'incontro,1ZKbUeFAs0ltSnAYq4ELKw,Astoria,NY,Italian,40.7763330374196,-73.9105868339539,$$$,896
266,Patzeria Family & Friends,A2DV-AQIXRYUMu5Ak5mjxg,New York,NY,Italian,40.7615,-73.98754,$$,1020
267,Patzeria Perfect Pizza,DJSLGbSqCJ1W8ma3LFlMuw,New York,NY,Pizza,40.7594653910395,-73.9867857052142,$,1554
268,Bar Pa Tea,V49pn2KD8848gpSRMqLIww,New York,NY,Bubble Tea,40.72136,-73.99675,$,751
269,Beyond Sushi,TcuWyuZAORVnQBPCMNbTgw,New York,NY,Sushi Bars,40.76331,-73.97717,$$,634
270,Chobani SoHo,z9sRnN1gPyxz9SJ52XDWoQ,New York,NY,Coffee & Tea,40.7256895490098,-74.0010523796082,$,648
271,Churrascaria Plataforma,VnjcxOUuZAeJMiDIU-7hUQ,New York,NY,Brazilian,40.76202,-73.98765,$$$$,1324
272,Bosie,9HkUue6kUfTIQUlLynWLMQ,New York,NY,Coffee & Tea,40.7277403,-73.9995539,$$,912
273,Hangawi,xWUL-j6TQyKQHIfOtetu-Q,New York,NY,Vegetarian,40.746737,-73.984662,$$$,1121
274,Levain Bakery,TuRPkrvAut11wfz1N3Sm7Q,New York,NY,Bakeries,40.781532,-73.979286,$$,475
275,Zest Sushi,ZfuZ2byArGq-5j8zX8Afeg,New York,NY,Sushi Bars,40.7178344726563,-73.9899597167969,$$,793
276,Harney & Sons SoHo,OiqGAhC5EQXb1CaNxxvfBQ,New York,NY,Coffee & Tea,40.7214398332376,-73.9994008558221,$$,709
277,Despaña,cUyfnb3E7HvzNfbTgTjl_Q,New York,NY,Specialty Food,40.7210686,-73.9979083,$$,560
278,Fish,RLJ5BUm89VySJWHHvmSzEQ,New York,NY,Seafood,40.731734,-74.003463,$$,1423
279,Employees Only,SjG7CnTIuUBIo9T4BThkGQ,New York,NY,American (New),40.73343,-74.00617,$$$,1425
280,Beard Papa's,JaFHhBaCNRJYaGW9zeFQCQ,New York,NY,Bakeries,40.7822263,-73.9811905,$,803
281,MUD,S-WdvEU1X7J33whXWk1zmw,New York,NY,Coffee & Tea,40.72905,-73.98668,$$,1144
282,Five Leaves,1Q3oaJahyGRogDWgpo7PIw,Brooklyn,NY,American (New),40.72371830945,-73.95159863632,$$,1576
283,The Thirsty Koala,iNiq1vgWpEa48jlPAce8wQ,Astoria,NY,Australian,40.774416,-73.908739,$$,1048
284,Bobwhite Counter,nD7Hcq5aaCASbWzc0-Sg3A,New York,NY,Southern,40.72362,-73.97893,$$,749
285,Radegast Hall and Biergarten,TOaQzGPAIQWQUIXi4CPnbA,Brooklyn,NY,Pubs,40.716641,-73.961498,$$,1310
286,THEP Thai Restaurant,O1fUmxt3kbV-rnyjBtzAfw,New York,NY,Thai,40.77078,-73.95727,$$,721
287,Barboncino Pizza & Bar,xRiLLXjeM2wOvVTYJH2__A,Brooklyn,NY,Pizza,40.67206,-73.95717,$$,910
288,Parker & Quinn,IOHaEgK1zDvUvB3SfKuGCw,New York,NY,American (New),40.7525862175813,-73.9850713153442,$$,1287
289,Shanghai Dumpling,x_t-FtDa5HVgc-wecp0HBg,New York,NY,Shanghainese,40.71726,-73.99721,$,2109
290,Cannelle Patisserie,4jtWfrGODTtbg5sar4cjPA,East Elmhurst,NY,Bakeries,40.76017183023,-73.8920721786869,$$,729
291,Washington Square Park,bJQZKARP-Xn2AEqNNMe9OA,New York,NY,Parks,40.7307873410831,-73.997597694397,0,550
292,Blue Ribbon Sushi,QR1YIRzFjd2bi5iBzT9zXg,New York,NY,Sushi Bars,40.72612,-74.0025299,$$$,1076
293,Baba's Pierogies,eIbKiQuExi12NcGeqMzQAw,Brooklyn,NY,Modern European,40.67687,-73.98633,$$,373
294,Gelso & Grand,MphfKkYFEe0BDQ6hZ0A5fA,New York,NY,Italian,40.7194089547259,-73.9973777877722,$$,834
295,Olea,l9b8NbDyhKhnjLKtUwlPwQ,Brooklyn,NY,Breakfast & Brunch,40.6877844,-73.9706046,$$,838
296,Cafe Luluc,mv8dMMzzrzalso3sYCP_QA,Brooklyn,NY,French,40.68447,-73.99214,$$,1345
297,Tom's,Vx9jsY90nQ9PCKBa1aCt9w,Brooklyn,NY,Diners,40.674491,-73.963439,$$,1277
298,PMF Pardon My French,TGP5gbAgml0IDRLGCpFnCw,New York,NY,French,40.72473,-73.98115,$$,932
299,Maison Premiere,O4rYM6YBj90W2u7RhG3Mvg,Brooklyn,NY,Seafood,40.7142031,-73.9614855,$$$,1122
300,The Grey Dog,QpkKEFHK5dz8XT-osEXgJw,New York,NY,Breakfast & Brunch,40.740624,-74.000648,$$,1072
301,BoCaphe,C2o3Iw-DXjoUJFgQIbiqkQ,New York,NY,Vietnamese,40.722046,-73.997557,$$,1288
302,Amorino Gelato,szW5qGJZEmjEf_70tu5XUA,New York,NY,Gelato,40.7328781769148,-73.9938826429885,$$,883
303,Luzzos La Pizza Napoletana,eVk4F9ixl89zyUHJ1G2Aiw,New York,NY,Italian,40.730616,-73.9834846,$$,1023
304,The Flatiron Room,3Ic4C60oSH1cV2jknUXSjQ,New York,NY,Lounges,40.74452,-73.99049,$$$,762
305,Pepe Rosso Social,04exhf1PZ79_Km9vHAzvfA,New York,NY,Italian,40.72007,-73.99618,$$,809
306,Morgenstern's Finest Ice Cream,1lNt64-Qu4tTwr3JdF-7Iw,New York,NY,Ice Cream & Frozen Yogurt,40.7215872315503,-73.9931092527003,$$,1462
307,Takahachi Bakery,GlPJPpKvPR4d8dmcSEYpdA,New York,NY,Bakeries,40.71393,-74.00822,$$,871
308,Sea,QVWmn5jmy_TPmg0G71Dk5g,Brooklyn,NY,Thai,40.71807,-73.960044,$$,2955
309,Carroll Place,WHQpLvxkCK_BMtF8pIShnQ,New York,NY,Italian,40.7287,-73.99971,$$,1005
310,Boqueria Spanish Tapas - Flatiron,qIOAlXCCYrwN0VxEEH-Tmw,New York,NY,Spanish,40.7402927726298,-73.9940709810079,$$$,1209
311,Craft,Rgm8BwcoqfIVSl2QSEOhbQ,New York,NY,American (New),40.73818,-73.98866,$$$$,994
312,Sons of Thunder,lESxFswvOPUFUzj6HsTnqw,New York,NY,Hot Dogs,40.74786,-73.97589,$$,745
313,Pearl Oyster Bar,6dSiCqC9x51PZRMOvdQTpA,New York,NY,Seafood,40.7314099,-74.00197,$$$,820
314,Ipanema Restaurant,-udRA8VRsQJoIaT-kxCrGg,New York,NY,Brazilian,40.757072217349,-73.9807795529175,$$,1298
315,The Drunken Munkey - UES,9pMhRYYgV7E9L7pzECtJKA,New York,NY,Indian,40.78098,-73.94751,$$,951
316,Ayada Thai,fRO4Fwe5uRAajMcTwLbVkA,Elmhurst,NY,Thai,40.7433662414551,-73.8876037597656,$$,1124
317,Il Corallo Trattoria,J0OeDwmh5JBhid0A5GvltA,New York,NY,Italian,40.7262073,-74.0018919,$$,921
318,Death & Co,H1QphdrrsaB472y9HXi2Ow,New York,NY,Lounges,40.72589,-73.9847,$$$,1484
319,Gallaghers Steakhouse,hk3ohp_A4L4UgWTexDxf_Q,New York,NY,Steakhouses,40.762876,-73.983837,$$$,1088
320,The Smith,k5NAz3-goMXKoUqPfOZ1Hw,New York,NY,American (New),40.7310675,-73.9886217,$$,1907
321,Num Pang Kitchen,cxtg17yy1YFt8gHRckUQcw,New York,NY,Cambodian,40.7503831245874,-73.9761078759491,$$,1117
322,Coppelia,vgg1dvDP-9tFWSacN4q0nA,New York,NY,Cuban,40.73897,-73.99995,$$,1291
323,BaoHaus,B3i4zs5wquFu1UZyzYJ-bQ,New York,NY,Chinese,40.7324690923782,-73.9857136011124,$$,1918
324,Stuffed Ice Cream,0kH1mGuqIb5rOrvCKGsWtA,New York,NY,Ice Cream & Frozen Yogurt,40.72805,-73.98538,$,640
325,Rudy's Bar & Grill,4nohlTsGHEDdpwYkRTt-fA,New York,NY,Dive Bars,40.76004,-73.99182,$,1071
326,Boba Guys,9_PfzNxJP2iqqJs8hDubgw,New York,NY,Coffee & Tea,40.720657,-73.984542,$,650
327,Rincon Criollo,zekbMn7KWtzxTFLtfEqb1w,Corona,NY,Cuban,40.7489644,-73.8690814,$$,771
328,Taboonette,owYYuyLvlsdjLz68c3SSfg,New York,NY,Mediterranean,40.7347009,-73.9927323,$$,823
329,Housing Works Bookstore Café,O4UeWRZLKuS3GRC4ELJRog,New York,NY,Bookstores,40.72454,-73.9965931,$,568
330,Culture Espresso,N4Pss0mR4ygDOoSRpM2FQA,New York,NY,Coffee & Tea,40.7521922375529,-73.985756306206,$$,909
331,Xixa,Ck09FempamAKGSPsV_bX-A,Brooklyn,NY,Mexican,40.7104,-73.95854,$$$,555
332,Brindle Room,sVG1whNWHhlbjP6p027YcA,New York,NY,American (New),40.72829,-73.98271,$$,1000
333,Vezzo,J38XGzriEkMsDfCMt6et_g,New York,NY,Pizza,40.7445,-73.98139,$$,1250
334,Flex Mussels,rHmeJVffuj96M7jbB-wWgw,New York,NY,Seafood,40.737437,-73.999661,$$,886
335,Café Zaiya,bJgl6cDIBIMlgrntQbxt1g,New York,NY,Japanese,40.7523,-73.98043,$,1174
336,Pegu Club,B2S5HWRfxe9G-BhKJix9Yg,New York,NY,Lounges,40.726579,-73.999861,$$$,988
337,Arepas Cafe,_uln4MCsceNH4dCQNoALNQ,Astoria,NY,Venezuelan,40.755835,-73.927691,$$,876
338,Song E Napule,15k7iqFbhf4h8L01yggLqg,New York,NY,Pizza,40.72813,-74.00188,$$,425
339,Yakitori Totto,YC-wGlO0oOkEIaCEDZv-ag,New York,NY,Japanese,40.765375,-73.983114,$$$,1274
340,Brooklyn Museum,Wy010IeikcMCGxL-leLZFA,Brooklyn,NY,Art Museums,40.6714058033045,-73.9636778798943,0,594
341,Osteria Morini Manhattan,KCBfW6sWl9Gx-LvMff08jg,New York,NY,Italian,40.7219179851303,-73.9976472073402,$$$,1108
342,Flex Mussels,-P7qAIG1wr_gXW3nzIq5TA,New York,NY,Seafood,40.77637,-73.95646,$$,1012
343,Westville East,3idAtiEXe_XfTcPoZC_DcQ,New York,NY,American (Traditional),40.72847,-73.98213,$$,1022
344,Soba-ya,i8ejDDR4COtukAAA1Ls5fw,New York,NY,Japanese,40.7296485900879,-73.9878845214844,$$,1438
345,Lillie's Victorian Establishment,oLA02lMIfgvbYquvXzkARw,New York,NY,Bars,40.7614625,-73.9860519,$$,1404
346,One World Trade Center,ZJC4YEatJ1CK-m37rl7-MQ,New York,NY,Landmarks & Historical Buildings,40.712746,-74.01338,0,479
347,Fresco Gelateria,M1OgZWqdol6fY5hfNa9oSw,New York,NY,Gelato,40.7288182060487,-73.9872518859138,$,468
348,Bunna Cafe,l4fwf8VwAokv3MWT45Ab7g,Brooklyn,NY,Ethiopian,40.705042,-73.928078,$$,562
349,Butter Lane,qMr-lz0G0vyz2r4mJJQxmA,New York,NY,Bakeries,40.7264944895101,-73.9841490983963,$,1206
350,Victor's Cafe,StpOKezaW-AyN2xA1EJKvw,New York,NY,Cuban,40.7629499,-73.98403,$$$,1423
351,Xe May Sandwich Shop,8M_0cxAChoXl7Ls9YkWJlg,New York,NY,Sandwiches,40.7272,-73.98493,$,610
352,La Maison du Macaron,x2OI4M2QJOo3Ymf8YHBhdw,New York,NY,Macarons,40.74318,-73.99419,$$,876
353,Murray's Cheese Bar,wrvIZaT5rTmk0YpIvQbvHw,New York,NY,American (New),40.7312,-74.00322,$$,751
354,Maialino,yi6jIxzHo-nbAOG4KWuqcw,New York,NY,Italian,40.738437,-73.985686,$$$,1349
355,Boqueria,AIKjw2QLvVNdha3TciJYzg,New York,NY,Spanish,40.724912,-74.0021299,$$,954
356,Print,XoDR_T-ZKYJtZgCocEDcyA,New York,NY,American (New),40.76452,-73.99586,$$$,885
357,Westville Chelsea,MctQwL9Mp5X7DJk13VoERg,New York,NY,American (New),40.74175,-74.00007,$$,1084
358,Five Senses,_saXnBy0Wq2Gb3YusWZhqw,New York,NY,Korean,40.747573158626,-73.9863122632311,$$,1333
359,Ray's Candy Store,WEC8O6GskyWJVpri_gW3QQ,New York,NY,Desserts,40.7262776243945,-73.9835707495258,$,371
360,Red Hook Lobster Pound,nOjGNqPcu5jHRRElOndQqQ,Brooklyn,NY,Seafood,40.6797687107191,-74.0103686973453,$$,1035
361,Trademark Taste + Grind,unWoFZeSWa0DK1YMekO_Uw,New York,NY,Venues & Event Spaces,40.7503233942813,-73.9855566306885,$$,604
362,Casellula,JL_p-OHtSEYVfoeLQQgqDA,New York,NY,Wine Bars,40.76499,-73.98835,$$,902
363,My Pie Pizzeria Romana,oRdM7n-AfBPBGAlH4Q0Sag,New York,NY,Italian,40.7608512,-73.9694809,$,710
364,Lady M Cake Boutique,JDBgpyY-7KdRcBlNifVJSw,New York,NY,Bakeries,40.775501,-73.962231,$$$,1050
365,LIC Market,YgQ1AVY9JLSMjSRX3Hzj1g,Long Island City,NY,Breakfast & Brunch,40.74745,-73.94552,$$,769
366,Café China,xq0cX_DgxiJMXwhmEl9kUA,New York,NY,Szechuan,40.7499225208569,-73.9819464127197,$$,1547
367,Dekalb Market Hall,HFOiW4RvijuoblE4DD3JwA,Brooklyn,NY,Food Court,40.691025,-73.983311,$$,628
368,Uncle Boons,m6bu1AGIIIM9GNn9_cjsmg,New York,NY,Thai,40.7211328622237,-73.9943286309159,$$$,893
369,The Ginger Man,f7i6LxdwbDXExDn_58tXaA,New York,NY,Bars,40.749459,-73.982743,$$,1335
370,Little Branch,a8CdwY4uFIP4nXkl4V5EEg,New York,NY,Lounges,40.73013,-74.005046,$$$,1034
371,Yemen Cafe & Restaurant,wctR1TrheHAwpHZ2sJknEw,Brooklyn,NY,Middle Eastern,40.6899167976363,-73.9936561765076,$$,484
372,Tanoshi Sushi Sake Bar,wSGZA3DOFSUvALZRKCM_Sw,New York,NY,Sushi Bars,40.767568,-73.952815,$$$$,622
373,5 Napkin Burger,x2ATnp8-hXFhr_XznPYPMw,New York,NY,Burgers,40.760198,-73.991093,$$,2014
374,Dun-Well Doughnuts,yOc5CZ5VxHGqj96RUuZCMA,Brooklyn,NY,Donuts,40.707743,-73.940202,$$,807
375,Hillstone Restaurant,01isnBO1rFO2LTOeNfYl9w,New York,NY,American (New),40.7427534,-73.9847308,$$$,916
376,Frying Pan,bEloKDe-QVkwakAwmFKbbA,New York,NY,Bars,40.7521174043978,-74.0090024471283,$$,1491
