,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews
377,Le Parisien,csVEpHy5KJoFvM1qp5XwLQ,New York,NY,French,40.7454079308793,-73.9791478306885,$$,926
378,CajunSea & Oyster Bar,v0DwpyNrKeS2ZhfMjVu8lg,New York,NY,Cajun/Creole,40.7483352,-73.9867701,$$,1184
379,La Esquina,boRM4i0UQswxQIp6CA9y_A,New York,NY,Latin American,40.721372,-73.997529,$$,2005
380,Taverna Kyclades - East Village,apykLG7DTZ-7xnOcZGDZZA,New York,NY,Greek,40.7310782469639,-73.9825163036585,$$,793
381,House of Small Wonder,GpCZORguVJZGpd5GoL9Arg,Brooklyn,NY,Sandwiches,40.7188839655893,-73.9606090848567,$$,692
382,Dim Sum Palace,bVkjBJlAIwKAj9Aw1KVWjA,New York,NY,Dim Sum,40.76015,-73.9893699,$$,1120
383,Aux Merveilleux De Fred,iTcxncdrcQRK1tdcbFIqGQ,New York,NY,Desserts,40.738362,-74.004134,$$,325
384,Tompkins Square Bagels - Avenue A,oi39VAwo4-KGm_gSkWPCsQ,New York,NY,Bagels,40.72823,-73.9823,$,1056
385,Capizzi,06tnwnEQM2j9A6dC3HC_TQ,New York,NY,Pizza,40.75744,-73.99357,$$,780
386,Don Antonio,FKzpfWUpyupl4q74Jt8fTA,New York,NY,Pizza,40.762711,-73.986708,$$,1380
387,Hillstone Restaurant,mHBhUxHgDGjsB1LJl4qW0w,New York,NY,Jazz & Blues,40.7582412110122,-73.9688767764436,$$$,1057
388,Park Avenue Autumn/Winter/Spring/Summer,2mzyXxnstSPcpDS3u5g_7w,New York,NY,American (New),40.7419710606337,-73.9852105826139,$$$,894
389,Fishmarket Restaurant,LpVbI-E9C-CSp7WhU5h2Iw,New York,NY,Seafood,40.70717,-74.00192,$$,535
390,Penelope,NwrqmFGO-utVOG-eeDDuXg,New York,NY,American (Traditional),40.74371,-73.98152,$$,2088
391,Bozu,lxQ-tzFmL1tmUqZUN-CSRQ,Brooklyn,NY,Japanese,40.7129,-73.95749,$$,808
392,John's of Times Square,zOmgO8Di9Ui2bQHqSarUKg,New York,NY,Pizza,40.75823,-73.98836,$$,2084
393,Apothèke,P3NfoMjBy_o2BTNNZ-5okg,New York,NY,Lounges,40.71434,-73.99822,$$$,1428
394,Karczma,a6SzfZ2F-uELmymusQVMBg,Brooklyn,NY,Polish,40.729977,-73.955128,$$,546
395,Brooklyn Bagel & Coffee Company,VImctKXnwzT_zrsc1ssvbg,Astoria,NY,Bagels,40.76055,-73.92176,$,650
396,Joe's Pizza,KEEXuHCYhsQJ-zpJhu98bA,New York,NY,Pizza,40.7545841255557,-73.9870039190341,$,865
397,Museum of the Moving Image,YTMCwlmMkVPYRsaNiRLtFA,Astoria,NY,Cinema,40.756377,-73.923855,0,540
398,TAO Uptown,TU_BU9HLflYI2xlyqVQdRA,New York,NY,Asian Fusion,40.76269,-73.97147,$$$,2507
399,La Colombe Coffee,-8nEZ20KDfr4PPH47MrAOA,New York,NY,Coffee & Tea,40.72396,-73.99643,$$,659
400,Burger Joint,XxLGYdB0s8IkZ9QZtGKBZA,New York,NY,American (Traditional),40.7642604687359,-73.978533363932,$$,2281
401,Hometown Hotpot & BBQ,zEIt0xaPM9DIS-pc118O6A,New York,NY,Hot Pot,40.71931,-73.9968899,$$,1138
402,2nd Ave Deli,xiwnLiNhSlEN4CDcurqsLQ,New York,NY,Delis,40.74519,-73.97918,$$,1166
403,Georgetown Cupcake,XxDsM2Q_tD8iP6T58785uw,New York,NY,Bakeries,40.7238244169484,-73.9994524607132,$$,870
404,Junior's Restaurant,LWDX1jKrNE8334jF6XenYQ,Brooklyn,NY,Bakeries,40.6901654162858,-73.9819239670089,$$,1630
405,Pye Boat Noodle,a-Bq_yXFVk2PptoWpmry3w,Astoria,NY,Thai,40.76043,-73.92152,$$,760
406,Eclair Bakery,bvc5P9vmRiNhyVWjd5bVcg,New York,NY,Bakeries,40.756722,-73.966611,$$,532
407,Han Dynasty,wfhMIiMh2A2psCGONOVSlg,New York,NY,Szechuan,40.732072,-73.988074,$$,1184
408,Rustic Table,jh42MR1OQFAFMhe_pQEzmw,New York,NY,Mediterranean,40.759624,-73.9958265,$$,790
409,New York Transit Museum,c8TfKT7NdTuwcBZatXHmzg,Brooklyn,NY,Museums,40.6905279416182,-73.9899399429917,0,395
410,EN Japanese Brasserie,P_UREWCQxEYVbBa-KW_Wew,New York,NY,Japanese,40.7306,-74.00698,$$$,1224
411,Mia's Bakery,jWC4mD-yy-IzuZxU5ctAKw,Brooklyn,NY,Bakeries,40.6870199,-73.9901299,$,616
412,The Mermaid Inn,vQcK7BH6maW9dAZWJOuW3Q,New York,NY,Seafood,40.7887398925594,-73.9744491607132,$$,1054
413,S'MAC,bRPq-Nmct5bOuOtsu8fC7Q,New York,NY,American (Traditional),40.730212,-73.983724,$$,2151
414,Supermoon Bakehouse,b5x-Fw7I7Y88TdFIzvbsnw,New York,NY,Bakeries,40.71991,-73.9872,$$,639
415,Basta Pasta,5Akss-swwfyoSVeIsDBbvw,New York,NY,Italian,40.73881,-73.99407,$$,1384
416,Gyu-Kaku Japanese BBQ,ONQRhDuWv0e9R5xOiI7YAA,New York,NY,Japanese,40.75908,-73.98989,$$,1171
417,Bondst,m6sYBuozGY1JhnHlBf1Bzg,New York,NY,Japanese,40.726934,-73.994404,$$$,947
418,Gyu-Kaku Japanese BBQ,dtk1Cstz5MHr-B1AOM_nXA,New York,NY,Japanese,40.75537,-73.97054,$$$,1149
419,Taco Mahal,SP4bvMvxel_UPdof_er3HA,New York,NY,Indian,40.732337,-74.003303,$$,503
420,Supper,Vs8kQ4R381y27AH018gLpg,New York,NY,Italian,40.7229,-73.98527,$$,1255
421,Porto Rico Importing Company,hyQ-1CEn9dHZfdP0PSaMTg,New York,NY,Coffee & Tea,40.729492,-74.001621,$,441
422,Maison Pickle,XsElXaLxUPKquI78poB8yw,New York,NY,Cocktail Bars,40.7870043970907,-73.9780229034143,$$,837
423,The Boil,0087AC_NnFRtC0c9FsB9pw,New York,NY,Cajun/Creole,40.7302644713689,-73.9943788112708,$$,735
424,La Parisienne,xTnivXEdEtXrnhp-z4JGvg,New York,NY,French,40.70961,-74.0093799,$$,386
425,Ramen-Ya,9jRwUN3z7k0seLOzWERVeg,New York,NY,Ramen,40.732536,-74.001681,$$,938
426,Blind Tiger Ale House,PMp7WlHIXQUnej-Ds1jRfw,New York,NY,American (Traditional),40.731926,-74.003223,$$,877
427,Cornerstone Cafe,efYELOeAJ-CjKpzayEfblg,New York,NY,Italian,40.7220618263077,-73.983249573445,$$,1089
428,La Pulperia Hell's Kitchen,WqjqHMozyW42XLTtLnKGag,New York,NY,Latin American,40.7609037798437,-73.9905203491259,$$$,747
429,Market Table,0BzxIsoRuFvxbMPl-iH70A,New York,NY,American (New),40.7297659255873,-74.0037665277862,$$$,784
430,Boucherie Union Square,8XHbZIKDQbXhyKIGiukVeQ,New York,NY,Steakhouses,40.73715,-73.98789,$$$,600
431,Red Rooster Harlem,fxGpXRxFUDzlU3Cyszu4uQ,New York,NY,American (Traditional),40.80815,-73.94488,$$$,3115
432,Upland,xkvv0n7jbl4Ra3Vm_jfxaA,New York,NY,American (New),40.7418912,-73.9846396,$$$,941
433,The Three Monkeys,IBgjj5VBu5JJvKgo9EzKrg,New York,NY,Sports Bars,40.76405,-73.98311,$$,1075
434,Chef's Table at Brooklyn Fare,diCW3Pj1PTVRSyol_d7cZw,New York,NY,Japanese,40.7561930774282,-73.9966090932068,$$$$,496
435,Sugar Freak,kSI-wgcYYfpcHcgDrbKIfg,Astoria,NY,Cajun/Creole,40.7646298318085,-73.9159499108791,$$,1626
436,Crispo,yFtOtTd7ncSjFF3QavQ5cA,New York,NY,Italian,40.7392469,-74.0016882,$$,934
437,Yakitori Taisho,Ad3dUoLatOdNtB4LxfmmWg,New York,NY,Japanese,40.729535,-73.9892642,$$,1562
438,Benemon,axqp3pGJXnTLgq2QrPyDyQ,New York,NY,Japanese,40.72551,-73.98838,$$,516
439,Westville West,55spA8dSOvKRme3ix-k7gg,New York,NY,American (Traditional),40.7340046,-74.0041863,$$,919
440,The Farm On Adderley,D1jp3pfGvyYyaXBN8iJRBg,Brooklyn,NY,American (New),40.63965,-73.96754,$$,1150
441,Amy's Bread,n-hBKsnFFUpe-y00EZrOqg,New York,NY,Bakeries,40.76121,-73.99024,$,1101
442,The Islands,KBW0EP-prQBhkqqGJCxmXg,Brooklyn,NY,Caribbean,40.6770523794749,-73.9634169638157,$$,686
443,Noodle Village,bnDfFdiCcPzhuNWUJORvLQ,New York,NY,Chinese,40.714167,-73.998803,$,1024
444,Maiella,iXV4FMZPru7BB_nwN_8mVw,Long Island City,NY,Italian,40.7470416595732,-73.956579002435,$$$,822
445,Kang Ho Dong Baekjeong,x9ADy3a--S_6Oqn_1KLipA,New York,NY,Korean,40.747173576622,-73.9852144232788,$$$,1179
446,Red Poke,SdESb_kSAV6b0WD813J4WQ,New York,NY,Poke,40.7588993,-73.991915,$$,518
447,Nom Wah Tea Parlor,_usWsAYSKKV2q8xw-3ajrA,New York,NY,Dim Sum,40.714490521829,-73.998153857324,$$,1918
448,Amorino Gelato,WLDxwPbjOlSkqRW9bS-Frg,New York,NY,Gelato,40.7595642,-73.9884984,$$,687
449,Shake Shack,hJ1xHZbD7IRlVFNfoe5HGA,New York,NY,Burgers,40.778888,-73.955004,$$,1356
450,Martha's Country Bakery,s1pJHjoce-IbHQiCe4mA3w,Brooklyn,NY,Bakeries,40.7148806028737,-73.9607515186071,$$,561
451,Sottocasa Pizzeria,Aazjxg21VH2cncWYBAv68Q,Brooklyn,NY,Pizza,40.688285,-73.989006,$$,604
452,Fogo de Chao Brazilian Steakhouse,7B2XMvV5uGuKyl19-HTSvg,New York,NY,Brazilian,40.7611215689494,-73.9779784871025,$$$,1122
453,Nobu Fifty Seven,SxKvgnkMMZdhBJcxxKQnww,New York,NY,Sushi Bars,40.7636210840864,-73.9765048613641,$$$$,1150
454,Heidi's House By The Side Of The Road,26E3j9l0XW_onVIUP-ThCw,New York,NY,Wine Bars,40.772189,-73.955029,$$,588
455,Otis,RfxOtJ4SQmEeVX_XjFLWUQ,Brooklyn,NY,American (New),40.706011,-73.932598,$$,239
456,Ki Sushi,tT6teP3ZfCAfvdPdDoqG4A,Brooklyn,NY,Sushi Bars,40.68764,-73.9901,$$,684
457,Barrio Chino,RzKR9QcYP03EQ_8DxTxowg,New York,NY,Mexican,40.718022,-73.990026,$$,1094
458,The Meatball Shop,xJm9JJLooQ1Sc7ncM2-JJA,Brooklyn,NY,American (Traditional),40.7182749,-73.9576213,$$,1217
459,Piacere,Z67mgMkN3RfdPEX5mXsyYA,New York,NY,Pizza,40.7196979,-73.9951175,$$,663
460,Clover Club,4MqJOLaeqCgBFQmMFPfe3g,Brooklyn,NY,Lounges,40.6846046447754,-73.9921875,$$,748
461,Flip Sigi,8WnHtvMdPWE66eSkUdbLhQ,New York,NY,Filipino,40.73405,-74.00642,$$,661
462,Boka,GDWVTV11eq92ElXD9mstBw,New York,NY,Korean,40.729519,-73.989104,$$,1488
463,Vitae,Ucxhqn56VtC-eYjdNsg7Og,New York,NY,American (New),40.7555884,-73.9785483,$$$,762
464,Room Service,dtnmxLqBnNAfdCN8fYVeLw,New York,NY,Thai,40.76176,-73.9898,$$,1800
465,Judge Roy Bean Public House,veku2cg2qaV-7MxwhOMBmg,New York,NY,Pubs,40.7629158108786,-73.9761248066812,$$,701
466,Joe's Pizza,0UdC0VYX6aAvLiOcpR4MVQ,New York,NY,Pizza,40.73331,-73.98763,$,826
467,Ñaño Ecuadorian Kitchen,9YXvNE2jpEhA4k6M8WDH7A,New York,NY,Latin American,40.7631,-73.99335,$$,531
468,The Original Buddha Bodai 佛菩提 Kosher Vegetarian Restaurant,tguMh2GgOcU9fu6WN3dqpw,New York,NY,Chinese,40.7138543,-73.9989484,$$,945
469,Chuko,eS9mTLlWwu_Ap2ROMQWPxg,Brooklyn,NY,Asian Fusion,40.680784,-73.967455,$$,1044
470,Ootoya Times Square,wjIyCBEpCG_HRp8veiI0YQ,New York,NY,Japanese,40.75487,-73.98599,$$,873
471,Eight Turn Crêpe,0lMLRsJZSh2Uh1Eo0YrMPA,Brooklyn,NY,Creperies,40.6912509,-73.9832589,$$,575
472,Hill Country Barbecue Market,NlsxuhV6CUONOyI7xk7-mw,New York,NY,Barbeque,40.74428,-73.99041,$$,2124
473,Cull & Pistol Oyster Bar,-bdxB20YveudeyL63chscg,New York,NY,Seafood,40.7426589397899,-74.0059285394953,$$,612
474,Fish Cheeks,WJS06XxRdc6DD1s4LWE9HA,New York,NY,Seafood,40.7258,-73.9927,$$,473
475,Perry St,2VpurA2lb-q90nmALklNcA,New York,NY,American (New),40.73442,-74.00971,$$$,927
476,Manousheh,VSPkVw9gSQx-5v4A6aC_YA,New York,NY,Lebanese,40.7293499,-74.00134,$,402
477,Terri,p3E_1wktqB-Z4qtqqO9F-A,New York,NY,Sandwiches,40.74252,-73.9923,$$,843
478,The Smith,Xd_l7jtUAZZAAvK8-mI2Jw,New York,NY,American (New),40.74424,-73.98878,$$,884
479,Frick Collection,E672oSwgE6Vm4izZlpA6lQ,New York,NY,Art Museums,40.77094,-73.96717,0,488
480,Saigon Vietnamese Sandwich Deli,ocXYGC2oiGDJSzA7qu4SGw,New York,NY,Sandwiches,40.7199582,-73.9958631,$,604
481,PizzArte,xsQTIeq-WLkp4ParkTQpMQ,New York,NY,Pizza,40.7629335072372,-73.9776668697596,$$,1042
482,Lilly's Craft and Kitchen,JXcYD52B4190gIh6_RSXCg,New York,NY,Bars,40.76138,-73.99071,$$,890
483,Shake Shack,ySbVtwa_PHQIlnKVMNSNeQ,New York,NY,Burgers,40.715283,-74.014799,$$,922
484,Emporio,LTi4_wcCVmqQeJ_jgTEbOQ,New York,NY,Italian,40.7226371,-73.9951331,$$,759
485,Sunny and Annie's,pWywDImlX0n_XKPNg0Bizg,New York,NY,Sandwiches,40.724653,-73.981702,$,467
486,Times Square,_g9P_uVoomq0MDa5z3PrIg,New York,NY,Landmarks & Historical Buildings,40.7587304978951,-73.9851728770025,0,1441
487,SakaMai,wcwftlB-61XG4ymGTR61aw,New York,NY,Japanese,40.7209536656701,-73.9881407239426,$$$,627
488,The Wild Son,N5UY113nNpeKdLPv0cbMjQ,New York,NY,American (New),40.74073,-74.00836,$$,440
489,Caracas Arepa Bar,tW8a8-MX_lVoshmKRLUuHQ,Brooklyn,NY,Venezuelan,40.713214,-73.957397,$$,803
490,Magnolia Bakery Rockefeller Center,iks1xNyp-uZnaeunOM2UPg,New York,NY,Desserts,40.7592651914885,-73.980564548757,$$,2385
491,Cupcake Market,yr-X-bhRgh5XMolmM2WAiw,New York,NY,Cupcakes,40.7271614074707,-73.9867095947266,$$,295
492,Sergimmo Salumeria,9iC39Z1YjZKbrrCANgzBXg,New York,NY,Italian,40.754296,-73.995498,$$,661
493,Barcade,UPOtComj8_OlNLSmd3zh1w,Brooklyn,NY,Bars,40.71204,-73.95113,$$,1035
494,The Kati Roll Company,BPyt7S9TdcR1u571iacg7g,New York,NY,Indian,40.75269,-73.98466,$,1491
495,Van Leeuwen Ice Cream,zda6zyX1g8vvzNiHDutzNg,New York,NY,Ice Cream & Frozen Yogurt,40.7344208102318,-74.0012722836729,$$,464
496,Jeepney,-b3J-5K_beWyGxQ1Id7KQg,New York,NY,Filipino,40.730294,-73.9835395,$$,1051
497,Katsu-Hama,-J8VuX3wGrYSOBu2G0hMsw,New York,NY,Japanese,40.75638,-73.97759,$$,1227
498,Scottadito Osteria Toscana,w0YkRy2gsr0znrM7ojZtTw,Brooklyn,NY,Italian,40.6746627,-73.9766125,$$,834
499,NY Dosas,x3NeZ4xToUxVKDoZ32D5tg,New York,NY,Indian,40.7308386079893,-73.99863779767,$,419
500,Mikey Likes It Ice Cream,3kipPn-7euDo-9JIqK5hlA,New York,NY,Ice Cream & Frozen Yogurt,40.729385,-73.981359,$,487
501,Stax Ice Cream,-NtHP64oJGd1ZunqQjx8fg,New York,NY,Ice Cream & Frozen Yogurt,40.7177,-73.99272,$,385
502,The Smith,JYNBy2r3LVhJbLHE1bASfg,New York,NY,American (New),40.7716201269986,-73.9818377981476,$$,1579
503,The Wayland,j8cKSxr6aQ8qTx23FLyyiA,New York,NY,Cocktail Bars,40.7251,-73.9778,$$,488
504,Miriam,lnTPfdaqDqWjywWewsE2Lw,Brooklyn,NY,Wine Bars,40.6801719843659,-73.9777555239717,$$,963
505,Burger & Lobster,YtXl15Nv7TZvV3yIqbZc8A,New York,NY,Seafood,40.75596,-73.98532,$$,871
506,Ocean Prime,3Gz07E5YJjDTJPSuzsAStQ,New York,NY,Seafood,40.76173,-73.98063,$$$,530
507,Dear Irving,-dQexkmhlgbiKvZ94jBmjQ,New York,NY,Venues & Event Spaces,40.7360568971331,-73.9872401005554,$$$,625
508,Tabaré,4axlhxyN2bKuRWfnY2IhuQ,Brooklyn,NY,Latin American,40.713046,-73.958968,$$,624
509,Tomoe Sushi,hh0ae47ojPqq3USCRLmAjg,New York,NY,Sushi Bars,40.7277,-74.0001599,$$$,913
510,Jun-Men Ramen Bar,xrnk8mgoV7up6fauVmugpw,New York,NY,Ramen,40.748209,-74.00047,$$,584
511,SkyIce Sweet & Savory,LQ8ITaZIbaiQ8pHPOx5i6w,Brooklyn,NY,Ice Cream & Frozen Yogurt,40.6806411743164,-73.9772872924805,$$,720
512,Somtum Der,qrydcGQpeDP_1oFvx3qOeg,New York,NY,Thai,40.7252151982238,-73.9842741682317,$$,691
513,Big Wong,L37A2JWXfwR_PgKColA8xA,New York,NY,Chinese,40.71624,-73.99842,$,1384
514,Taureau,50fWXrNECQQYght4ZWeBXQ,New York,NY,Fondue,40.72452,-74.00569,$$$,569
515,Essex,hRZyaQ80R9s9ztEBDJqiuw,New York,NY,Bars,40.7196975497428,-73.9873982202378,$$$,1936
516,Non Solo Piada,-Td-YEPTOUq2H3LRWgRxUw,New York,NY,Italian,40.75414,-73.99245,$$,321
517,Ed's Lobster Bar,Z2sNzskjS8Ck0plppRBJIg,New York,NY,Seafood,40.722079,-73.997529,$$$,933
518,La Colombe Coffee,YhOmfXTPu_QRNT3azAu6wA,New York,NY,Coffee & Tea,40.728221,-73.993165,$$,562
519,Kopitiam,r2JVKalbucGf2nryywuL2w,New York,NY,Malaysian,40.71387,-73.99091,$,534
520,Grom,8nL3qtKZLyNf6nSyKqcO0g,New York,NY,Ice Cream & Frozen Yogurt,40.7305271761439,-74.0024042129517,$$,887
521,Salinas,XAHfErhn_JujythNCmGl1w,New York,NY,Spanish,40.7436999,-74.00314,$$$$,904
522,K Rico Steakhouse,sGqKDtizXj3tg9jnAc9FeQ,New York,NY,Bars,40.76438,-73.9880699,$$$,559
523,BarBacon Hell's Kitchen,3omBIylGFJugwLgNgUgOXw,New York,NY,Gastropubs,40.766253,-73.986674,$$,1164
524,Blue Smoke,MIuFXBFthAWeEMxyP_lm9A,New York,NY,Southern,40.74228,-73.98375,$$,1720
525,Wondee Siam,rKeLuHDI3PQZsPSVCEMHtw,New York,NY,Thai,40.76495,-73.98747,$$,967
526,The Grey Dog - Union Square,VCqNjupCWZ5INzOcyBMJSg,New York,NY,Coffee & Tea,40.733828,-73.993052,$$,1012
527,Oiji,FsuJ7VC5vxX3wcLhFrb97Q,New York,NY,Korean,40.72727,-73.98585,$$$,481
528,Kyo Ya,ytABgZNWnFXQUjOYjh460A,New York,NY,Japanese,40.7267,-73.98534,$$$$,449
529,The Donut Pub,BJL3JbPPX97a58GTURvTxA,New York,NY,Bakeries,40.738867,-73.999811,$,861
530,Simple NYC,AjlmpAQV8W4--y0EksO-9g,New York,NY,Poke,40.71821,-73.99223,$$,325
531,Forno Rosso,ZTsN8TdMXl8SW_AKd_ablw,Downtown Brooklyn,NY,Italian,40.69446,-73.98316,$$,650
532,SUGARFISH by sushi nozawa,0ePn6TQSJQky4ueKeGQvpQ,New York,NY,Sushi Bars,40.73901,-73.98882,$$$,756
533,The Chocolate Room,TN5QsXM1PzOHsXetjtdqjg,Brooklyn,NY,Desserts,40.684764,-73.994445,$$,589
534,Egg Shop,GlTdgd8780RNXLvz8bTmFg,New York,NY,Breakfast & Brunch,40.7204574688656,-73.9952510689421,$$,1064
535,Seasoned Vegan,IJg3TdXz8IzKTfcspmr8MQ,New York,NY,Vegan,40.800664,-73.952757,$$,1084
536,5ive Spice,SSDOkx5enfRH3nsniS_2jA,Brooklyn,NY,Vietnamese,40.68145923448,-73.9772509779765,$$,572
537,Carbone,7_hGsGEkHrjgAiYVjrCFnw,New York,NY,Italian,40.728,-74.0001497,$$$$,916
538,Davey's Ice Cream,GB8yF6r-isDXjV3NR35xZw,New York,NY,Ice Cream & Frozen Yogurt,40.7279493,-73.9852999,$,506
539,Arepa Lady,tQcAwscj_LJ1hPtoJ_U_MA,Jackson Heights,NY,Colombian,40.7494896198795,-73.8882688432932,$,440
540,The Press Lounge,nCH7SR7qXu0asO1GU3iqHw,New York,NY,Lounges,40.76452,-73.99586,$$$,1022
541,Divya's Kitchen,NKI1VvfXYluRjnq4S6yEuw,New York,NY,Vegan,40.72378,-73.98849,$$,324
542,Sprinkles Cupcakes,SQ7VgqfjItZyoD5tvMeWuA,New York,NY,Bakeries,40.763251,-73.967564,$$,962
543,Ferrara Bakery & Cafe,lDW4DlTZYcSP9T1yQY5HKg,New York,NY,Bakeries,40.719079,-73.997086,$$,1505
544,Palma,6Z5OWpaeGGazJHR4LfThsw,New York,NY,Italian,40.73115,-74.00233,$$$,690
545,Hakata Tonton,KfaG5PoTEPpbODHBta9irw,New York,NY,Japanese,40.733234,-74.003326,$$,986
546,Sarge's Delicatessen & Diner,jNRT5vY1Hvp5WDTaHy4Mhw,New York,NY,Delis,40.7473279523583,-73.9772017867971,$$,1068
547,Nino's 46,vjubSxmdG_HoBBgd39geBw,New York,NY,Italian,40.7569159,-73.980516,$$,1112
548,Urbanspace Vanderbilt,QAGFu7pqCAZUJkYkUB5pjg,New York,NY,Food Court,40.754623,-73.976605,$$,629
549,Nougatine at Jean-Georges,xEDD2ScBU3jHhWxlMC7dkQ,New York,NY,French,40.76891,-73.98176,$$$,1105
550,Strip House Downtown,DijUyfUGs6WoN4dp0_OANQ,New York,NY,Steakhouses,40.73445,-73.99337,$$$$,960
551,Mughlai Grill,_7BGw3YFNOTzP1Www3zB7g,New York,NY,Indian,40.7210905,-73.9840446,$$,310
552,McNally Jackson,b92EVHuzG-7uv37fQU9jew,New York,NY,Bookstores,40.72339,-73.99598,$$,429
553,Quality Italian,dc3hkLkAqCSxDWQzrx-g9A,New York,NY,Italian,40.7644044527436,-73.9767805051616,$$$,1019
554,Jing Fong Restaurant,FH978pIP1TLRuPAH-MbWIQ,New York,NY,Dim Sum,40.7159552385198,-73.9971831076206,$$,2269
555,Beyond Sushi,KxyH5zvTyXawl17lHjA4SQ,New York,NY,Vegan,40.75247,-73.98845,$$,436
556,Rabbithole Restaurant,np98mkA22LYf6kCwCL59pw,Brooklyn,NY,American (New),40.7122932799856,-73.9628687873483,$$,795
557,The NoMad Bar,NMDrXW5_qnme1hcJrXNP9Q,New York,NY,Cocktail Bars,40.7449365409844,-73.9885197632294,$$$,462
558,Blue Dog Cookhouse & Bar,I6optu9x0JAf8oT5lqJ8qw,New York,NY,Cocktail Bars,40.76244,-73.98674,$$,1200
559,Dinosaur Bar-B-Que,0ef3Q3RvIqfFzZoOfA2amg,Brooklyn,NY,Barbeque,40.6776201,-73.9838929,$$,1568
560,Vietnaam,Wbmqg0TkOVkzNh3HrJ9DIQ,New York,NY,Vietnamese,40.7791481018066,-73.9504165649414,$$,747
561,Serendipity 3,_tHF8-3rbyMesgdkQzB2yQ,New York,NY,Desserts,40.761851,-73.9649001,$$,4070
562,Raku,qEe7nIhPfEL6L0-VYhWRrA,New York,NY,Japanese,40.72728,-74.00252,$$,302
563,Bouchon Bakery & Cafe,S3Fw7s_GA94lJLbLFrqZrw,New York,NY,Bakeries,40.768538,-73.982923,$$,1348
564,Manhatta,ypqK8DWM8Bcs43YveSJnNw,New York,NY,American (New),40.70797,-74.0088899,$$$$,368
565,One If By Land Two If By Sea,B_HFzZkFsZgmzcea6R4exw,New York,NY,American (New),40.732498,-74.002595,$$$$,1372
